Domain	Status	Genome ID	Genome Name	
Bacteria	Permanent Draft	2511231031	Pseudomonas sp. GM16	
Bacteria	Permanent Draft	2506210030	Pseudomonas fluorescens NZ011	
Bacteria	Permanent Draft	2506783057	Pseudomonas syringae Psv4352	
Bacteria	Permanent Draft	2521172642	Pseudomonas sp. LAMO17WK12:I10	
Bacteria	Permanent Draft	2521172660	Pseudomonas sp. LAIL14HWK12:I10	
Bacteria	Permanent Draft	2522572188	Salinarimonas rosea DSM 21201	
Bacteria	Permanent Draft	2526164786	Pseudomonas chlororaphis HT66	
Bacteria	Permanent Draft	2531839611	Pseudomonas syringae pv. glycinea B076	
Bacteria	Finished	2540341095	Pseudomonas poae RE*1-1-14	
Bacteria	Permanent Draft	2579778699	Pseudomonas syringae DSM 10604	
Bacteria	Permanent Draft	2579778744	Pseudomonas chlororaphis aurantiaca PB-St2	
Bacteria	Permanent Draft	8055900207	Pseudomonas anatoliensis P141	
Bacteria	Permanent Draft	2585427683	Pseudomonas parafulva NBRC 16636	
Bacteria	Finished	8069976826	Burkholderia pyrrocinia Hargis	
Bacteria	Permanent Draft	2599185185	Pseudomonas sp. NFPP07	
Bacteria	Finished	2627853985	Xenorhabdus poinarii G6	
Bacteria	Permanent Draft	2630968450	Pseudomonas amygdali CFBP 3205	
Bacteria	Permanent Draft	2630968522	Pseudomonas putida SF1	
Bacteria	Permanent Draft	2630968593	Pseudomonas fluorescens H14	
Bacteria	Permanent Draft	2636416160	Yersinia wautersii n.51	
Bacteria	Permanent Draft	2639762715	Pseudomonas extremorientalis LMG 19695	
Bacteria	Permanent Draft	2639762849	Agrobacterium arsenijevicii KFB 330	
Bacteria	Permanent Draft	2645727914	Pseudomonas fluorescens C3	
Bacteria	Permanent Draft	2648501218	Pseudomonas sp. RIT-PI-a	
Bacteria	Permanent Draft	2648501512	Pseudomonas putida Simmons	
Bacteria	Permanent Draft	2648501755	Pseudomonas batumici UCM B-321	
Bacteria	Permanent Draft	2651869690	Pseudomonas syringae pv. actinidifoliorum CFBP8161 isolate:LSV43.61	
Bacteria	Permanent Draft	2651869699	Pseudomonas savastanoi pv. savastanoi PseNe107	
Bacteria	Permanent Draft	2654587828	Pseudomonas fluorescens SRM1	
Bacteria	Finished	2654588028	Agrobacterium tumefaciens Ach5	
Bacteria	Permanent Draft	2660237948	Pseudomonas fluorescens ICMP3636	
Bacteria	Finished	2667527484	Pseudomonas fluorescens NCIMB 11764	
Bacteria	Permanent Draft	2667527642	Pseudomonas syringae ICMP 13102	
Bacteria	Permanent Draft	2671181009	Acinetobacter rudis DSM 24031	
Bacteria	Permanent Draft	2671181174	Pseudomonas savastanoi pv. retacarpa ICMP 16945	
Bacteria	Permanent Draft	2675903319	Pseudomonas savastanoi pv. nerii CFBP 5067	
Bacteria	Permanent Draft	2681812804	Pseudomonas sp. B10	
Bacteria	Permanent Draft	2703718697	Serratia marcescens 950163360	
Bacteria	Permanent Draft	2713897221	Pseudomonas chlororaphis aureofaciens LMG 1245	
Bacteria	Permanent Draft	2713897223	Pseudomonas chlororaphis chlororaphis LMG 5004	
Bacteria	Permanent Draft	2718217675	Pseudomonas sp. S3E10	
Bacteria	Finished	2718217876	Liberibacter crescens BT-0	
Bacteria	Permanent Draft	2728368914	Pseudomonas syringae pv. syringae HRI-W 7872	
Bacteria	Permanent Draft	2731639261	Pseudomonas asplenii ES_PA-B8	
Bacteria	Permanent Draft	2731957839	Pseudomonas fluorescens C2	
Bacteria	Permanent Draft	2734482259	Pseudomonas asplenii ES_FE-G7	
Bacteria	Permanent Draft	2738541294	Pseudomonas sp. GV087	
Bacteria	Permanent Draft	2744054450	Pseudomonas marginalis ICMP 3553	
Bacteria	Permanent Draft	2744054787	Pseudomonas putida KB9	
Bacteria	Permanent Draft	2751186014	Burkholderia sp. RF7-non_BP1	
Bacteria	Finished	2754412341	Burkholderia stabilis ATCC BAA-67	
Bacteria	Permanent Draft	2754412386	Burkholderia territorii MSMB1301WGS	
Bacteria	Permanent Draft	2757320522	Pseudomonas sp. OV081	
Bacteria	Permanent Draft	2772190756	Paraburkholderia nodosa CNPSo 1341	
Bacteria	Permanent Draft	2773857714	Paraburkholderia sp. BL23I1N1	
Bacteria	Permanent Draft	2781126803	Osedax symbiont Rs1	
Bacteria	Permanent Draft	2784132036	Candidatus Fluviicola riflensis RIFCSPHIGHO2_02_FULL_43_260	
Bacteria	Permanent Draft	2786546679	Paremcibacter congregatus ZYL	
Bacteria	Permanent Draft	2791355536	Pseudomonas sp. MPR-R2A7	
Bacteria	Permanent Draft	2791355552	Pseudomonas sp. FW305-47B	
Bacteria	Permanent Draft	2791355564	Pseudomonas sp. GP01-A6	
Bacteria	Permanent Draft	2791355567	Pseudomonas sp. FW215-T2	
Bacteria	Permanent Draft	2791355583	Pseudomonas sp. FW507-F4	
Bacteria	Permanent Draft	2791355594	Pseudomonas sp. GW247-5R2A	
Bacteria	Permanent Draft	2791355625	Pseudomonas sp. GP01-A11	
Bacteria	Permanent Draft	2791355633	Pseudomonas sp. GP01-A1	
Bacteria	Permanent Draft	2795385511	Pseudomonas sp. FW306-2-11AD	
Bacteria	Permanent Draft	2802429378	Pseudomonas lurida MYb16	
Bacteria	Permanent Draft	2808606363	Pseudomonas putida TE19190	
Bacteria	Permanent Draft	2808606445	Pseudomonas sp. SJZ131	
Bacteria	Finished	2808606875	Burkholderia ubonensis MSMB0783	
Bacteria	Permanent Draft	2814123443	Burkholderia vietnamiensis FL-1-2-10-S1-D0	
Bacteria	Permanent Draft	2816332258	Burkholderia vietnamiensis FL-7-2-10-S2-D0	
Bacteria	Permanent Draft	2816332259	Burkholderia vietnamiensis FL-7-3-30-S2-D0	
Bacteria	Permanent Draft	2816332260	Burkholderia vietnamiensis LA-5-5-30-S1-D2	
Bacteria	Finished	2816332261	Burkholderia vietnamiensis FL-2-3-30-S1-D0	
Bacteria	Permanent Draft	2816332287	Burkholderia vietnamiensis AU26564	
Bacteria	Finished	2846786412	Agrobacterium larrymoorei CFBP5473	
Bacteria	Finished	2846802666	Agrobacterium tumefaciens CFBP5499	
Bacteria	Finished	2847693221	Paraburkholderia terricola mHS1	
Bacteria	Permanent Draft	2848581113	Xenorhabdus szentirmaii US123	
Bacteria	Permanent Draft	2854572141	Dickeya dianthicola DE440	
Bacteria	Permanent Draft	2854601825	Dickeya dianthicola SS70	
Bacteria	Permanent Draft	2854606291	Dickeya dianthicola S4.16.03.P2.4	
Bacteria	Permanent Draft	2855532815	Agrobacterium tumefaciens 15-174	
Bacteria	Permanent Draft	2858635475	Agrobacterium tumefaciens B140/95	
Bacteria	Finished	2860867994	Pseudomonas sp. R1-43-08	
Bacteria	Permanent Draft	2868965481	Agrobacterium sp. B133/95	
Bacteria	Permanent Draft	2871254029	Pectobacterium odoriferum Q40	
Bacteria	Permanent Draft	2871286934	Pectobacterium odoriferum Q115	
Bacteria	Permanent Draft	2873954064	Pectobacterium odoriferum Q32	
Bacteria	Permanent Draft	2882528868	Paraburkholderia lacunae S27	
Bacteria	Permanent Draft	2883058910	Pseudomonas sp. R22(2017)	
Bacteria	Permanent Draft	2885882604	Pseudomonas sp. R25(2017)	
Bacteria	Permanent Draft	2885955511	Pseudomonas sp. B11(2017)	
Bacteria	Permanent Draft	2885972705	Pseudomonas sp. KBW05	
Bacteria	Permanent Draft	2886047063	Pseudomonas sp. F01002	
Bacteria	Permanent Draft	2887395293	Sneathiella litorea DP05	
Bacteria	Permanent Draft	2889225146	Pseudomonas sp. PvP025	
Bacteria	Finished	2897957997	Pseudomonas sp. RC3H12	
Bacteria	Permanent Draft	2898849749	Dickeya sp. ws52	
Bacteria	Permanent Draft	2913290767	Agrobacterium rubi DSM 6772	
Bacteria	Finished	2917064153	Pseudomonas chlororaphis piscium DSM 21509	
Bacteria	Permanent Draft	2917142836	Pseudomonas palleroniana LMG 23076	
Bacteria	Permanent Draft	2917512510	Pseudomonas chlororaphis TECH58W	
Bacteria	Finished	2917825782	Pseudomonas chlororaphis DSM 6698	
Bacteria	Permanent Draft	2921691928	Paraburkholderia solisilvae LMG 29739	
Bacteria	Finished	2925738233	Pseudomonas chlororaphis B25	
Bacteria	Permanent Draft	2927248576	Pseudomonas sp. PvP006	
